JacksMask,Aces,Tens,AttachedTens,TenKingSmall,WinProb
0,0,1,0,1,0.0000
2,0,2,0,1,0.0000
6,1,1,1,0,0.0000
8,0,0,0,0,0.0000
0,3,1,1,0,0.0700
4,0,3,0,1,0.0000
0,3,1,1,0,0.0200
0,1,3,1,0,0.0000
0,2,1,1,1,0.0000
7,1,1,1,0,0.0000
1,2,1,0,0,0.0000
0,1,3,1,1,0.0000
9,0,0,0,0,0.0000
3,1,1,0,0,0.0000
2,1,1,1,0,0.0000
3,0,3,0,1,0.0000
10,1,1,0,0,0.0000
13,0,1,0,0,0.0200
0,2,1,1,0,0.0000
4,0,1,0,0,0.0000
2,0,1,0,0,0.0000
8,1,1,0,0,0.0000
0,1,2,1,0,0.0000
8,1,1,0,0,0.0000
12,3,0,0,0,0.8300
1,1,1,0,1,0.0000
0,0,3,0,1,0.0000
4,1,3,0,0,0.0000
2,2,1,1,1,0.0000
5,1,1,0,0,0.0000
6,2,1,1,0,0.7100
2,2,1,1,0,0.0000
1,0,1,0,0,0.0000
13,2,0,0,0,0.0300
9,1,1,1,0,0.0000
12,0,1,0,0,0.0000
4,1,2,0,1,0.0000
0,3,0,0,0,0.0000
4,0,1,0,0,0.0000
4,2,2,0,1,0.0000
4,1,1,0,0,0.0000
4,2,1,1,0,0.0100
9,2,0,0,0,0.0000
2,1,3,0,0,0.0000
5,2,0,0,0,0.0000
6,3,2,1,0,0.7100
4,0,1,0,0,0.0000
1,0,2,0,0,0.0000
4,2,2,0,0,0.0000
0,1,1,0,0,0.0000
0,1,2,1,0,0.0000
1,0,1,0,0,0.0000
8,1,2,1,0,0.0000
4,1,0,0,0,0.0000
1,0,3,0,0,0.0000
0,1,2,1,1,0.0000
6,0,1,0,1,0.0000
0,2,2,0,0,0.0000
1,2,1,0,1,0.0000
8,3,2,1,1,0.4500
8,1,1,1,0,0.0000
12,1,0,0,0,0.0000
8,2,1,0,0,0.0000
3,1,1,0,0,0.0000
5,1,0,0,0,0.0000
3,2,0,0,0,0.0000
0,1,1,0,0,0.0000
8,2,0,0,0,0.0000
0,1,2,0,1,0.0000
6,3,1,1,0,0.5500
8,2,1,0,0,0.0200
12,0,1,0,0,0.0000
8,3,1,1,0,0.2400
2,2,3,1,0,0.0800
12,1,0,0,0,0.0000
6,2,0,0,0,0.0000
2,1,3,1,1,0.0000
4,2,1,0,0,0.0000
10,1,0,0,0,0.0000
9,1,1,0,0,0.0000
8,0,2,0,0,0.0000
10,1,2,1,0,0.0600
0,1,2,0,1,0.0000
14,0,2,0,0,0.0000
8,0,1,0,0,0.0000
0,1,1,0,1,0.0000
2,2,1,1,1,0.0000
4,0,2,0,1,0.0000
8,2,2,1,0,0.0100
10,2,1,1,0,0.4000
8,1,2,1,2,0.0100
13,3,1,1,0,1.0000
0,1,1,0,0,0.0000
1,2,0,0,0,0.0000
5,1,3,1,0,0.0000
8,1,1,1,1,0.0000
11,0,1,0,1,0.0300
10,1,2,0,0,0.0000
6,1,1,0,0,0.0000
4,2,2,0,1,0.0200
8,1,1,0,0,0.0000
2,2,1,1,0,0.0000
0,0,3,0,1,0.0000
6,1,1,0,0,0.0000
2,1,1,1,0,0.0000
0,1,2,1,0,0.0000
9,2,0,0,0,0.2100
4,1,1,1,1,0.0000
6,0,0,0,0,0.0000
8,1,1,0,0,0.0000
12,1,1,0,0,0.0000
0,2,0,0,0,0.0000
14,1,2,0,0,0.0800
0,0,1,0,0,0.0000
0,2,2,2,1,0.0000
0,1,1,1,0,0.0000
2,1,3,1,0,0.0000
10,0,1,0,0,0.0000
0,3,1,1,1,0.0000
6,2,2,1,0,0.0700
5,1,0,0,0,0.0000
1,2,1,0,0,0.0000
3,0,0,0,0,0.0000
4,2,2,0,0,0.0000
2,0,1,0,0,0.0000
4,1,2,0,0,0.0000
1,2,1,1,0,0.0000
7,4,1,1,0,1.0000
1,0,2,0,0,0.0000
14,1,0,0,0,0.0000
9,1,2,0,0,0.0100
12,2,1,1,0,0.5300
9,1,1,1,0,0.0000
2,0,0,0,0,0.0000
9,0,2,0,0,0.0000
0,2,1,0,0,0.0000
4,1,1,1,0,0.0000
14,2,1,1,0,0.5400
8,2,0,0,0,0.0000
6,0,2,0,0,0.0000
0,1,2,1,0,0.0000
2,0,3,0,0,0.0000
8,1,1,1,0,0.0000
0,2,1,0,0,0.0000
6,3,0,0,0,0.0100
2,3,1,1,0,0.0500
8,0,2,0,1,0.0000
9,2,1,0,1,0.2400
3,1,2,1,0,0.0900
14,0,2,0,0,0.5400
5,1,2,1,0,0.0200
1,2,0,0,0,0.0000
4,1,3,0,1,0.0000
3,2,1,0,0,0.0100
3,1,1,0,0,0.0000
1,1,1,1,0,0.0000
8,2,1,0,0,0.0000
1,0,1,0,1,0.0000
2,0,1,0,1,0.0000
4,1,2,1,0,0.0000
3,2,2,1,0,0.3500
6,2,0,0,0,0.0000
4,2,1,1,0,0.0000
9,0,1,0,1,0.0000
9,1,0,0,0,0.0000
0,2,1,0,0,0.0000
1,1,0,0,0,0.0000
0,1,2,1,0,0.0000
5,1,1,0,0,0.0000
2,1,1,0,0,0.0000
0,3,1,1,0,0.0000
5,1,1,0,0,0.0000
4,2,1,0,0,0.0000
2,0,3,0,0,0.0000
9,1,1,1,0,0.0100
4,2,0,0,0,0.0000
5,1,2,1,0,0.0600
4,1,1,0,0,0.0000
3,2,1,1,0,0.2700
2,1,2,0,1,0.0000
2,1,1,1,0,0.0000
2,2,1,0,0,0.0000
1,2,0,0,0,0.0000
5,1,2,0,0,0.0000
5,2,2,2,0,0.3700
0,1,1,0,0,0.0000
5,2,2,0,0,0.0300
1,1,2,0,1,0.0000
4,2,2,1,0,0.0000
3,0,1,0,0,0.0000
13,1,1,0,0,0.0300
0,2,1,0,0,0.0000
8,0,0,0,0,0.0000
4,0,2,0,0,0.0000
5,0,1,0,0,0.0000
14,1,0,0,0,0.0000
4,1,0,0,0,0.0000
5,1,1,0,1,0.0300
8,1,1,0,0,0.0000
8,1,1,0,1,0.0000
0,0,4,0,0,0.0000
12,3,0,0,0,0.4800
6,0,3,0,0,0.0000
0,2,2,2,1,0.0000
10,1,1,0,0,0.0000
2,2,0,0,0,0.0000
8,2,0,0,0,0.0000
0,1,1,0,1,0.0000
9,2,2,1,0,0.1200
0,0,3,0,0,0.0000
6,1,0,0,0,0.0000
6,1,2,1,0,0.0000
0,2,1,1,0,0.0000
2,1,2,1,0,0.0000
8,2,2,0,1,0.0200
2,0,3,0,1,0.0000
1,2,2,0,1,0.0000
10,0,3,0,1,0.0000
9,1,0,0,0,0.0000
4,1,2,1,0,0.0000
1,2,1,1,0,0.0000
4,1,1,1,0,0.0000
8,1,0,0,0,0.0000
5,1,3,1,0,0.0000
2,0,2,0,0,0.0000
4,1,1,0,0,0.0000
10,2,1,0,0,0.0200
2,1,0,0,0,0.0000
0,1,1,1,0,0.0000
7,1,2,1,0,0.0000
5,1,1,0,0,0.0000
0,1,1,0,0,0.0000
12,1,1,0,1,0.0000
8,0,1,0,1,0.0000
8,0,2,0,0,0.0000
2,1,2,1,0,0.0000
8,1,1,0,1,0.0000
10,2,1,1,0,0.0500
0,1,2,0,1,0.0000
1,1,2,0,0,0.0000
4,0,0,0,0,0.0000
1,3,1,0,0,0.0200
12,1,2,1,0,0.0100
10,1,1,1,0,0.0700
8,1,0,0,0,0.0000
1,2,3,2,0,0.0300
4,1,1,0,0,0.0000
9,1,3,1,0,0.2000
0,1,1,1,0,0.0000
4,0,0,0,0,0.0000
4,2,2,1,0,0.0000
4,0,2,0,0,0.0000
2,1,1,0,1,0.0000
14,0,2,0,0,0.0000
0,2,2,1,0,0.0000
0,2,1,0,1,0.0000
10,1,2,1,0,0.0000
6,2,1,0,0,0.0000
0,2,2,1,0,0.0000
0,3,1,0,1,0.0000
8,3,1,1,0,0.2700
2,1,2,0,0,0.0000
0,1,2,0,0,0.0000
12,1,1,1,0,0.0000
1,1,1,0,0,0.0000
2,1,1,1,1,0.0000
1,1,1,0,0,0.0000
0,1,1,0,0,0.0000
2,3,0,0,0,0.0000
6,1,3,1,0,0.0000
2,2,3,1,0,0.1200
1,2,1,0,1,0.0000
3,0,2,0,0,0.0000
4,0,0,0,0,0.0000
5,1,3,1,0,0.0000
10,0,3,0,2,0.0000
0,2,1,1,0,0.0000
5,1,2,1,0,0.1000
2,1,1,0,0,0.0000
9,1,1,0,0,0.0000
2,1,0,0,0,0.0000
1,1,3,0,0,0.0000
14,0,1,0,0,0.0000
7,1,2,1,0,0.0000
1,3,1,1,0,0.1000
5,2,0,0,0,0.0500
0,2,1,0,0,0.0000
0,1,1,1,0,0.0000
8,2,2,1,1,0.0300
6,0,2,0,0,0.0000
3,3,1,0,0,0.5000
0,2,0,0,0,0.0000
6,2,2,0,0,0.2000
9,0,1,0,0,0.0000
8,1,2,0,1,0.0000
4,2,3,1,0,0.1100
15,1,0,0,0,0.0000
4,2,1,1,0,0.0000
4,1,3,1,1,0.0000
6,3,1,0,0,0.3900
2,1,1,0,0,0.0000
10,1,1,0,0,0.0000
1,3,2,2,0,0.4400
8,2,1,0,0,0.0000
13,1,2,0,0,0.0200
1,2,2,1,0,0.0100
12,1,1,0,0,0.0000
0,2,0,0,0,0.0000
9,0,3,0,0,0.0000
6,2,1,1,0,0.1100
3,2,1,0,0,0.0200
4,1,2,0,0,0.0000
2,1,1,0,0,0.0000
6,0,2,0,0,0.0000
1,1,1,0,0,0.0000
3,1,1,0,0,0.0000
9,2,0,0,0,0.0200
2,1,1,0,1,0.0000
4,2,2,1,0,0.0200
0,1,2,0,0,0.0000
0,3,1,1,0,0.0200
0,2,1,1,0,0.0000
6,2,0,0,0,0.0000
0,2,0,0,0,0.0000
1,1,2,0,1,0.0000
2,1,4,1,0,0.0000
9,0,4,0,0,0.0000
2,0,0,0,0,0.0000
0,2,3,2,0,0.0000
12,2,1,1,0,0.2100
0,2,2,0,0,0.0000
4,2,0,0,0,0.0000
8,1,2,1,0,0.0000
0,1,1,0,0,0.0000
8,0,2,0,0,0.0000
13,0,1,0,0,0.3400
9,3,1,1,0,0.8800
5,1,1,1,0,0.0000
14,1,1,0,0,0.2800
8,2,2,0,0,0.0400
0,1,2,1,0,0.0000
0,2,1,0,1,0.0000
10,0,1,0,0,0.0000
1,2,1,0,0,0.0000
6,2,0,0,0,0.1600
8,1,0,0,0,0.0000
8,1,0,0,0,0.0000
14,1,0,0,0,0.0000
8,1,3,1,0,0.0000
10,1,1,0,0,0.0000
8,0,1,0,1,0.0000
5,0,1,0,0,0.0000
0,0,3,0,0,0.0000
9,0,0,0,0,0.0000
0,2,2,0,1,0.0000
5,2,1,0,0,0.0700
1,0,1,0,1,0.0000
9,3,1,1,0,0.9300
11,1,3,0,0,0.0700
12,1,1,0,0,0.0000
4,1,2,1,0,0.0000
2,0,2,0,0,0.0000
4,2,0,0,0,0.0000
8,2,1,1,0,0.0000
1,2,1,1,0,0.0000
0,0,1,0,0,0.0000
2,0,2,0,1,0.0000
7,1,1,0,0,0.0000
10,0,2,0,1,0.0000
2,1,1,0,0,0.0000
0,3,1,1,0,0.0000
7,1,0,0,0,0.0000
4,3,1,0,0,0.0500
0,1,2,0,1,0.0000
8,1,1,0,0,0.0000
4,2,0,0,0,0.0000
1,2,1,0,0,0.0000
2,2,3,1,1,0.0000
1,1,1,0,1,0.0000
13,0,3,0,1,0.0000
2,1,0,0,0,0.0000
0,0,3,0,1,0.0000
8,2,2,1,0,0.0400
14,0,1,0,0,0.0000
1,2,1,0,1,0.0000
8,1,0,0,0,0.0000
4,1,1,0,1,0.0000
0,1,1,0,0,0.0000
12,2,0,0,0,0.1400
0,3,1,1,0,0.0100
0,1,0,0,0,0.0000
14,1,0,0,0,0.0100
0,3,2,2,0,0.0100
11,2,1,1,0,0.2600
6,0,2,0,0,0.0000
12,0,3,0,0,0.0000
5,0,1,0,1,0.0000
4,1,2,0,0,0.0000
0,2,1,1,0,0.0000
7,1,0,0,0,0.0000
3,2,1,0,0,0.0000
14,0,2,0,1,0.0600
1,1,1,0,0,0.0000
8,2,2,1,1,0.0700
8,1,2,0,1,0.0000
3,2,0,0,0,0.0400
9,0,0,0,0,0.0000
12,1,0,0,0,0.0000
1,1,1,0,0,0.0000
10,0,2,0,0,0.0000
7,1,1,0,0,0.0000
8,2,1,1,0,0.0100
8,2,3,2,0,0.2200
1,1,2,0,0,0.0000
6,1,1,0,0,0.0000
0,1,1,0,0,0.0000
1,2,1,0,0,0.0000
10,1,1,0,0,0.0000
2,0,0,0,0,0.0000
8,3,2,2,0,0.6100
7,2,1,0,0,0.3300
9,2,0,0,0,0.0000
5,1,1,1,1,0.1100
2,1,1,0,1,0.0000
12,0,0,0,0,0.0000
13,3,0,0,0,0.9000
7,3,0,0,0,0.5900
1,0,2,0,0,0.0000
12,0,0,0,0,0.0000
12,2,1,1,0,0.3000
5,1,1,0,0,0.0000
6,0,1,0,0,0.0000
3,2,2,1,0,0.1800
5,1,1,1,0,0.0000
9,1,1,1,0,0.3000
1,0,3,0,0,0.0000
2,1,2,0,0,0.0000
10,1,1,1,0,0.0000
2,2,1,0,0,0.0000
4,1,1,0,1,0.0000
13,0,3,0,1,0.0000
0,0,3,0,1,0.0000
9,1,1,0,0,0.0000
2,1,1,1,0,0.0000
8,1,2,1,0,0.0000
1,1,0,0,0,0.0000
9,1,1,0,0,0.0000
1,1,0,0,0,0.0000
12,1,1,0,0,0.0200
8,3,0,0,0,0.1700
8,2,1,0,0,0.0000
0,3,0,0,0,0.0000
0,0,1,0,0,0.0000
1,1,0,0,0,0.0000
9,3,1,1,0,0.7200
0,0,1,0,0,0.0000
9,1,1,0,0,0.0100
2,2,1,0,0,0.0000
3,3,2,1,0,0.4700
3,0,0,0,0,0.0000
6,1,1,0,0,0.0000
15,2,1,0,0,0.7200
7,0,2,0,1,0.0200
3,2,0,0,0,0.0100
9,1,0,0,0,0.0000
8,1,1,0,0,0.0000
0,1,0,0,0,0.0000
0,2,0,0,0,0.0000
4,1,3,1,1,0.0000
12,1,1,0,0,0.0100
0,2,2,1,0,0.0000
4,1,0,0,0,0.0000
8,2,0,0,0,0.0000
0,2,1,1,0,0.0000
5,0,1,0,0,0.0000
4,2,1,1,1,0.0200
6,1,1,0,0,0.0000
4,0,3,0,0,0.0000
3,1,1,0,0,0.0000
2,2,1,0,0,0.0000
0,1,0,0,0,0.0000
0,1,2,0,0,0.0000
0,2,2,0,0,0.0000
13,1,2,0,0,0.0200
4,2,2,1,0,0.0000
4,1,2,0,0,0.0000
8,0,1,0,0,0.0000
0,1,2,0,0,0.0000
0,2,2,1,0,0.0000
9,1,0,0,0,0.2000
0,0,1,0,0,0.0000
1,2,0,0,0,0.0000
0,2,3,1,1,0.0000
12,1,0,0,0,0.0000
10,1,2,1,0,0.0100
4,0,2,0,1,0.0000
0,1,1,0,1,0.0000
9,3,1,0,0,0.3500
0,0,2,0,0,0.0000
8,1,1,0,0,0.0000
0,1,1,0,0,0.0000
0,3,0,0,0,0.0000
4,1,1,0,0,0.0000
0,2,1,0,0,0.0000
7,1,1,1,0,0.0100
1,2,2,2,0,0.0000
13,0,2,0,1,0.0000
3,2,1,0,0,0.0000
6,1,2,1,0,0.0000
3,2,1,1,0,0.1600
4,1,2,0,0,0.0000
2,2,1,1,0,0.0100
5,1,1,0,0,0.0000
2,2,1,0,1,0.0000
1,0,2,0,0,0.0000
3,1,1,1,0,0.0000
12,2,1,1,0,0.4400
1,1,0,0,0,0.0000
8,2,0,0,0,0.0000
0,1,2,0,0,0.0000
13,0,0,0,0,0.0000
0,1,0,0,0,0.0000
12,2,1,1,0,0.1100
0,2,0,0,0,0.0000
9,2,1,0,0,0.0000
2,2,1,1,0,0.0000
14,1,1,0,0,0.0000
0,3,1,1,0,0.0000
1,2,1,1,0,0.0000
0,3,2,2,0,0.0700
4,1,1,0,0,0.0000
4,3,1,1,0,0.1500
2,2,1,0,0,0.0000
9,1,2,0,0,0.0000
0,1,2,0,0,0.0000
2,0,2,0,1,0.0000
0,1,2,1,1,0.0000
8,2,1,1,0,0.0000
4,0,1,0,0,0.0000
0,3,2,1,0,0.0100
2,2,2,1,0,0.0000
2,2,1,1,0,0.0000
12,0,2,0,1,0.0000
5,0,1,0,0,0.0000
0,1,0,0,0,0.0000
6,0,0,0,0,0.0000
4,3,0,0,0,0.0500
8,2,3,2,0,0.1400
10,1,1,0,0,0.0000
6,2,0,0,0,0.0000
8,2,2,1,0,0.0100
4,2,2,1,0,0.0000
1,0,3,0,0,0.0000
0,2,0,0,0,0.0000
4,1,1,0,1,0.0000
1,1,1,1,0,0.0000
0,3,1,1,0,0.0000
4,2,1,1,0,0.0000
1,1,1,0,1,0.0000
12,2,1,1,1,0.8400
0,2,1,1,1,0.0000
4,1,2,0,1,0.0000
0,1,1,0,0,0.0000
11,2,1,1,0,0.1800
0,0,1,0,0,0.0000
10,3,2,1,0,0.8400
8,2,1,0,0,0.0000
2,0,2,0,0,0.0000
6,2,0,0,0,0.0000
10,0,2,0,0,0.0000
6,1,1,0,0,0.0000
0,1,1,0,1,0.0000
4,2,0,0,0,0.0000
8,2,3,2,0,0.0700
14,0,1,0,0,0.0000
1,2,2,1,0,0.0100
0,1,0,0,0,0.0000
0,1,2,1,0,0.0000
7,1,0,0,0,0.0000
7,2,1,1,0,0.3800
4,1,1,0,1,0.0000
8,3,2,1,0,0.3100
5,1,2,1,0,0.0000
2,1,2,1,2,0.0000
8,1,2,0,1,0.0000
13,0,0,0,0,0.0000
0,1,2,1,0,0.0000
0,0,1,0,0,0.0000
12,0,1,0,1,0.0000
4,3,0,0,0,0.0500
3,0,1,0,1,0.0000
9,1,1,0,0,0.0100
4,1,1,0,0,0.0000
8,2,0,0,0,0.0000
2,2,0,0,0,0.0000
10,0,2,0,1,0.0000
4,3,0,0,0,0.0000
1,0,3,0,1,0.0000
6,2,1,1,0,0.2900
8,2,2,1,0,0.0900
10,1,2,0,0,0.0000
8,3,3,2,0,0.5600
9,1,1,0,0,0.0000
8,1,2,1,0,0.0000
0,1,1,0,0,0.0000
6,1,2,1,0,0.0300
10,1,1,0,0,0.0700
0,2,2,1,1,0.0000
10,1,2,1,0,0.0500
3,1,0,0,0,0.0000
2,0,1,0,1,0.0000
6,0,2,0,0,0.0000
7,1,1,0,0,0.0000
0,0,3,0,1,0.0000
0,1,1,0,0,0.0000
9,1,2,1,1,0.0600
0,2,2,1,1,0.0000
9,1,1,0,1,0.0500
1,2,2,1,0,0.0000
1,1,3,1,0,0.0000
1,2,2,0,0,0.0000
8,0,1,0,0,0.0000
4,1,2,0,0,0.0000
4,0,1,0,0,0.0000
8,1,3,0,0,0.0100
1,0,2,0,0,0.0000
0,1,2,1,0,0.0000
9,2,1,0,0,0.0200
3,0,3,0,0,0.0000
0,1,2,1,0,0.0000
0,2,2,1,0,0.0000
2,1,1,0,0,0.0000
14,1,0,0,0,0.0000
0,2,2,1,0,0.0000
8,2,1,1,0,0.0400
12,2,0,0,0,0.0100
1,2,2,1,0,0.0000
0,1,1,1,1,0.0000
3,1,1,0,1,0.0000
3,0,1,0,0,0.0000
3,2,1,0,0,0.0000
10,1,2,1,0,0.0000
0,3,2,1,0,0.0200
2,2,2,1,0,0.0200
9,2,2,1,0,0.3300
1,0,3,0,0,0.0000
12,2,1,1,0,0.7100
8,3,1,1,0,0.2800
1,1,2,1,0,0.0000
9,2,0,0,0,0.2800
0,3,1,1,0,0.1200
4,1,1,0,0,0.0000
3,1,2,0,1,0.0000
2,1,2,0,0,0.0000
1,1,1,1,0,0.0000
1,2,2,1,1,0.0000
4,1,2,1,0,0.0000
4,1,0,0,0,0.0000
0,2,2,1,2,0.0000
0,0,3,0,1,0.0000
0,1,2,1,0,0.0000
0,2,2,1,0,0.0000
2,1,1,0,1,0.0000
8,1,2,0,0,0.0000
7,1,2,0,0,0.0000
0,0,3,0,1,0.0000
12,0,0,0,0,0.0000
3,1,2,1,0,0.0000
2,2,2,1,0,0.0000
4,1,0,0,0,0.0000
4,1,1,0,0,0.0000
4,1,0,0,0,0.0000
2,0,3,0,0,0.0000
4,1,2,1,0,0.0000
4,1,0,0,0,0.0000
6,0,2,0,0,0.0000
0,2,1,0,0,0.0000
6,0,2,0,1,0.0000
3,3,0,0,0,0.0700
9,1,1,1,0,0.0200
0,2,2,1,0,0.0000
11,0,1,0,0,0.0000
3,1,1,1,0,0.0000
8,1,0,0,0,0.0000
0,1,2,0,1,0.0000
14,0,2,0,0,0.0000
0,1,2,0,0,0.0000
8,0,1,0,0,0.0000
4,1,3,1,1,0.0000
6,1,0,0,0,0.0000
12,1,2,0,0,0.0100
4,1,2,0,0,0.0000
4,1,1,0,0,0.0000
5,1,1,1,0,0.0900
4,1,1,0,0,0.0000
0,1,2,0,0,0.0000
4,0,1,0,1,0.0000
9,2,2,1,0,0.0400
6,1,1,0,0,0.0000
7,1,0,0,0,0.0000
1,1,1,0,0,0.0000
7,1,0,0,0,0.0000
5,2,0,0,0,0.0000
1,1,1,0,0,0.0000
0,1,2,1,1,0.0000
9,0,2,0,1,0.0000
0,1,1,0,0,0.0000
12,1,1,0,0,0.0000
0,2,1,0,0,0.0000
12,1,1,0,0,0.0200
8,0,4,0,1,0.0000
8,2,3,1,1,0.1200
15,1,1,0,0,0.1800
9,1,1,0,0,0.0000
0,2,1,1,1,0.0000
0,1,1,1,0,0.0000
8,2,0,0,0,0.0000
1,2,1,0,0,0.0000
1,1,1,0,0,0.0000
2,1,0,0,0,0.0000
2,3,1,1,0,0.1300
10,0,1,0,0,0.0000
8,2,0,0,0,0.0000
4,2,1,0,0,0.0100
0,1,2,0,2,0.0000
2,1,1,0,1,0.0000
9,1,0,0,0,0.0000
14,1,1,0,0,0.1800
3,1,1,1,0,0.0000
8,0,1,0,1,0.0000
6,0,2,0,0,0.0000
4,0,0,0,0,0.0000
0,0,2,0,0,0.0000
3,2,0,0,0,0.1100
2,0,1,0,0,0.0000
4,1,2,1,0,0.0000
8,0,2,0,1,0.0000
0,1,2,0,0,0.0000
9,0,3,0,1,0.0000
8,1,1,0,0,0.0000
12,2,1,1,0,0.0500
12,0,1,0,1,0.0000
1,2,2,1,0,0.0000
8,0,2,0,1,0.0000
8,2,1,0,0,0.0000
1,1,2,1,0,0.0000
0,2,3,1,0,0.0000
0,1,1,0,0,0.0000
0,0,4,0,1,0.0000
1,0,1,0,0,0.0000
5,2,1,0,0,0.0100
0,1,0,0,0,0.0000
4,1,1,1,0,0.0000
8,2,1,1,1,0.0200
10,1,1,0,0,0.0000
0,2,2,1,1,0.0000
1,2,1,0,0,0.0000
4,2,2,2,0,0.1100
2,1,2,0,1,0.0000
4,1,2,1,1,0.0100
10,1,1,0,0,0.0000
14,1,2,1,0,0.8500
5,1,2,1,0,0.0000
9,0,1,0,0,0.0000
13,0,1,0,1,0.0000
8,1,0,0,0,0.0000
5,1,1,0,1,0.0000
0,2,0,0,0,0.0000
6,2,0,0,0,0.0000
8,2,1,0,0,0.0000
1,0,1,0,0,0.0000
2,0,1,0,0,0.0000
4,2,0,0,0,0.0000
1,1,2,1,1,0.0000
1,1,2,0,0,0.0000
0,2,2,1,0,0.0100
1,1,1,1,0,0.0000
5,1,1,0,0,0.0600
4,3,1,1,0,0.1600
11,2,1,0,0,0.5900
6,0,2,0,0,0.0000
5,0,2,0,1,0.0000
1,0,0,0,0,0.0000
2,2,2,1,0,0.0000
4,1,3,1,0,0.0000
1,0,2,0,0,0.0000
12,0,1,0,0,0.0000
1,2,1,0,0,0.0000
12,1,0,0,0,0.0000
0,2,1,0,0,0.0000
12,1,1,1,1,0.0400
12,0,2,0,1,0.0000
4,2,2,0,0,0.0100
1,1,0,0,0,0.0000
0,2,2,2,0,0.0000
10,1,0,0,0,0.0000
4,2,0,0,0,0.0000
12,1,1,0,1,0.0300
0,0,1,0,0,0.0000
3,1,0,0,0,0.0000
12,2,1,1,0,0.1000
1,3,0,0,0,0.0000
2,0,1,0,1,0.0000
0,3,1,1,0,0.0600
2,1,1,0,1,0.0000
8,2,0,0,0,0.0000
1,1,0,0,0,0.0000
2,0,1,0,1,0.0000
8,2,1,1,0,0.1300
2,2,0,0,0,0.0000
0,1,2,1,1,0.0000
0,1,1,0,0,0.0000
1,1,1,0,0,0.0000
3,1,1,0,0,0.0000
10,0,1,0,0,0.0000
0,1,1,1,0,0.0000
8,1,0,0,0,0.0000
0,3,0,0,0,0.0000
6,1,1,0,0,0.0000
0,2,2,1,0,0.0000
0,2,1,1,0,0.0000
8,1,2,0,0,0.0000
0,0,1,0,0,0.0000
10,1,1,1,0,0.0000
5,2,1,1,0,0.4600
8,2,1,1,0,0.0000
2,1,2,1,0,0.0000
1,1,1,0,0,0.0000
8,1,1,0,1,0.0000
1,1,1,0,0,0.0000
2,1,1,0,0,0.0000
4,2,1,1,0,0.0000
1,1,2,0,0,0.0000
6,1,2,1,0,0.0000
10,2,1,1,0,0.0500
13,0,2,0,0,0.0000
12,1,1,1,0,0.0000
2,3,0,0,0,0.0300
8,0,0,0,0,0.0000
8,3,0,0,0,0.1600
2,1,0,0,0,0.0000
0,2,2,2,0,0.0000
4,1,2,1,0,0.0000
8,1,2,0,0,0.0000
1,1,0,0,0,0.0000
1,0,0,0,0,0.0000
2,0,2,0,0,0.0000
9,2,1,1,0,0.4400
4,2,1,1,0,0.0000
0,3,1,1,0,0.0000
12,0,0,0,0,0.0000
1,1,1,1,0,0.0000
12,0,2,0,1,0.0000
8,0,2,0,0,0.0000
4,2,1,0,0,0.0000
1,3,1,1,0,0.0300
4,2,0,0,0,0.0000
6,1,0,0,0,0.0000
3,3,0,0,0,0.0900
6,1,1,1,1,0.0000
1,2,2,0,0,0.0100
2,0,1,0,1,0.0000
4,2,1,0,0,0.0000
2,1,1,0,1,0.0000
0,2,1,1,0,0.0000
4,1,2,1,0,0.0000
8,1,0,0,0,0.0000
0,2,1,1,0,0.0000
11,3,0,0,0,1.0000
15,1,0,0,0,0.0000
8,1,0,0,0,0.0000
9,3,2,1,0,0.9900
4,1,0,0,0,0.0000
8,1,1,0,0,0.0000
4,4,1,1,0,0.6700
0,3,2,1,1,0.0000
4,1,1,0,1,0.0000
0,2,1,1,1,0.0000
2,2,2,1,0,0.0000
6,1,1,0,0,0.0000
10,0,1,0,1,0.0100
0,2,0,0,0,0.0000
8,1,2,0,0,0.0000
8,2,1,0,0,0.0000
5,1,1,0,0,0.0000
4,2,1,1,0,0.0000
1,1,2,0,1,0.0000
4,3,1,1,0,0.1400
8,2,1,0,0,0.0000
2,1,1,1,0,0.0000
9,1,0,0,0,0.0000
5,1,0,0,0,0.0000
15,1,1,0,0,0.0300
5,0,1,0,0,0.0000
0,1,4,1,1,0.0000
4,1,2,0,0,0.0000
3,1,2,0,1,0.0000
13,2,1,1,0,0.4800
2,0,1,0,0,0.0000
8,2,0,0,0,0.0300
13,2,1,0,0,0.0100
1,3,0,0,0,0.0300
2,3,1,1,0,0.0700
0,2,1,1,1,0.0000
5,2,0,0,0,0.0000
0,2,1,1,0,0.0000
2,0,0,0,0,0.0000
3,2,2,1,1,0.6200
1,1,1,0,1,0.0000
10,1,0,0,0,0.0000
4,2,1,0,0,0.0000
1,2,2,1,0,0.0000
12,2,2,2,0,0.9000
8,2,2,1,1,0.0400
0,2,1,1,1,0.0000
1,2,1,0,0,0.0000
12,0,1,0,0,0.0000
2,1,0,0,0,0.0000
9,0,1,0,1,0.0000
4,1,2,1,0,0.0000
3,2,1,1,0,0.0000
0,1,1,1,1,0.0000
10,2,1,1,0,0.2500
0,1,2,0,0,0.0000
0,2,2,0,1,0.0000
0,0,1,0,0,0.0000
4,2,2,1,0,0.0100
4,1,2,0,0,0.0000
8,0,2,0,0,0.0000
1,1,1,0,1,0.0000
0,3,1,1,0,0.0200
