JacksMask,Aces,Tens,AttachedTens,TenKingSmall,WinProb
6,0,0,0,0,0.0000
1,2,2,1,1,0.0000
11,0,0,0,0,0.0000
14,1,1,0,0,0.0000
0,3,0,0,0,0.0000
2,2,1,0,0,0.0000
0,2,1,1,0,0.0000
4,1,2,0,0,0.0000
8,2,1,1,0,0.0400
8,2,1,1,0,0.0000
1,1,2,1,0,0.0000
2,2,2,1,0,0.0000
6,1,2,0,0,0.0000
1,2,1,1,0,0.0000
2,1,3,1,0,0.0000
0,1,0,0,0,0.0000
1,2,1,0,0,0.0000
6,0,0,0,0,0.0000
12,2,1,1,0,0.2300
8,0,0,0,0,0.0000
0,0,3,0,1,0.0000
10,0,2,0,0,0.0000
8,2,1,0,0,0.0000
4,1,1,1,1,0.0000
0,3,2,1,0,0.1000
6,2,0,0,0,0.0000
14,1,1,1,0,0.7800
0,2,1,1,1,0.0000
8,2,2,1,0,0.0200
0,2,1,1,0,0.0000
10,2,1,0,1,0.4200
2,1,3,1,0,0.0000
5,2,0,0,0,0.0200
5,1,0,0,0,0.0000
4,1,3,1,0,0.0000
6,2,1,1,1,0.7400
9,2,2,1,0,0.4500
1,1,1,0,0,0.0000
4,2,2,2,0,0.0500
12,2,1,1,0,0.1700
0,0,1,0,1,0.0000
9,1,2,1,1,0.0400
10,1,0,0,0,0.0000
0,0,2,0,1,0.0000
9,0,2,0,1,0.0000
3,0,1,0,1,0.0000
1,2,1,1,0,0.0000
10,0,2,0,0,0.0000
4,2,2,2,0,0.0400
12,1,2,0,0,0.0000
4,0,2,0,1,0.0000
4,1,1,0,0,0.0000
4,1,1,0,0,0.0000
5,1,1,0,0,0.0000
8,1,2,0,0,0.0000
8,1,1,0,0,0.0000
1,0,2,0,1,0.0000
0,1,1,0,0,0.0000
11,1,0,0,0,0.0000
0,2,2,1,1,0.0000
8,1,1,1,1,0.0000
9,1,2,0,0,0.0000
4,2,0,0,0,0.0000
6,1,0,0,0,0.0000
12,2,1,0,0,0.1300
0,1,1,1,0,0.0000
2,0,1,0,1,0.0000
0,2,0,0,0,0.0000
3,2,2,1,1,0.1300
9,0,2,0,0,0.0000
6,2,2,1,0,0.3500
4,1,2,1,1,0.0000
12,1,1,0,0,0.0000
13,0,1,0,0,0.0000
1,1,1,0,0,0.0000
6,1,3,1,0,0.0000
2,2,2,1,0,0.0100
4,1,1,0,0,0.0000
2,2,2,1,0,0.0000
12,0,1,0,0,0.0000
8,1,0,0,0,0.0000
5,1,0,0,0,0.0300
14,2,1,1,0,0.8100
0,1,1,0,0,0.0000
0,1,1,0,1,0.0000
6,2,2,2,1,0.7400
0,3,1,1,0,0.0600
0,2,1,1,0,0.0000
8,3,1,1,0,0.3300
6,0,3,0,0,0.0000
8,3,1,1,0,0.4700
8,1,1,1,1,0.0000
3,1,2,1,0,0.0000
1,0,0,0,0,0.0000
6,2,1,0,0,0.1700
4,1,0,0,0,0.0000
10,1,1,0,0,0.0600
0,1,2,0,1,0.0000
4,2,1,0,1,0.0100
0,0,1,0,1,0.0000
2,3,0,0,0,0.0100
5,3,0,0,0,0.6700
12,3,2,1,0,0.9800
13,2,1,0,0,0.0800
4,0,0,0,0,0.0000
1,2,1,1,0,0.0000
2,2,0,0,0,0.0000
2,1,0,0,0,0.0000
12,1,1,0,1,0.0000
5,0,1,0,0,0.0000
4,0,1,0,0,0.0000
8,1,1,0,1,0.0000
5,1,1,0,0,0.0000
8,1,2,0,1,0.0000
12,3,0,0,0,0.3700
0,1,1,0,0,0.0000
1,2,3,2,1,0.0200
11,1,1,0,0,0.1000
10,0,2,0,0,0.0000
4,2,1,1,1,0.0000
2,3,2,2,1,0.3000
0,2,0,0,0,0.0000
2,2,1,1,0,0.0000
8,0,1,0,0,0.0000
10,1,2,1,1,0.5600
8,1,1,0,0,0.0000
0,1,1,0,1,0.0000
13,3,0,0,0,1.0000
12,0,2,0,1,0.0000
12,1,2,1,0,0.0000
1,3,1,1,0,0.0400
8,1,1,1,1,0.0000
6,1,2,1,1,0.2100
15,1,2,0,0,0.5300
2,2,2,1,0,0.0000
10,2,1,1,0,0.6800
2,0,1,0,0,0.0000
9,1,0,0,0,0.0000
5,2,1,1,0,0.0600
1,1,1,0,0,0.0000
12,2,0,0,0,0.0100
8,3,0,0,0,0.1000
7,2,0,0,0,0.0700
8,1,3,0,0,0.0000
10,1,1,0,0,0.0000
1,1,1,0,0,0.0000
4,1,2,0,0,0.0000
0,1,0,0,0,0.0000
9,1,3,1,0,0.0700
3,1,0,0,0,0.0000
1,3,1,1,0,0.0700
4,3,3,2,1,0.3100
14,3,1,0,0,0.8900
5,1,1,0,0,0.0000
2,2,0,0,0,0.0000
3,1,1,0,1,0.0200
2,2,2,1,1,0.0000
0,2,1,1,1,0.0000
2,1,1,0,0,0.0000
7,0,0,0,0,0.0000
12,1,0,0,0,0.0000
2,0,1,0,0,0.0000
0,0,1,0,0,0.0000
10,2,0,0,0,0.0300
0,2,1,1,0,0.0000
4,3,2,1,0,0.1000
2,1,1,0,0,0.0000
7,2,1,0,0,0.2600
0,2,0,0,0,0.0000
9,0,1,0,1,0.0000
4,0,3,0,0,0.0000
13,1,3,1,0,0.0500
9,3,1,1,0,0.6500
10,2,2,0,1,0.5300
2,0,2,0,0,0.0000
8,1,1,0,0,0.0000
12,2,1,0,0,0.0000
0,1,1,0,1,0.0000
3,1,1,0,0,0.0000
0,2,2,0,1,0.0000
12,2,0,0,0,0.2000
0,0,3,0,1,0.0000
6,1,1,0,0,0.0000
4,1,1,0,0,0.0000
0,2,2,0,0,0.0000
0,1,2,0,0,0.0000
8,1,1,1,0,0.0000
4,2,1,0,0,0.0000
15,0,1,0,0,0.0100
4,1,1,0,1,0.0000
2,2,0,0,0,0.0000
4,2,1,1,0,0.0100
5,1,2,1,0,0.0000
9,2,1,1,0,0.4200
1,0,1,0,1,0.0000
7,2,1,1,0,0.9500
6,1,3,1,0,0.0300
0,2,1,0,0,0.0000
8,1,0,0,0,0.0000
2,1,2,1,0,0.0000
1,1,2,0,0,0.0000
5,1,0,0,0,0.0000
0,2,1,0,0,0.0000
4,2,0,0,0,0.0100
4,0,3,0,1,0.0000
8,2,1,0,0,0.0000
3,2,3,2,0,0.5500
0,1,1,0,0,0.0000
8,1,1,0,1,0.0000
3,0,1,0,1,0.0000
11,2,1,1,0,0.7100
2,0,3,0,0,0.0000
9,1,0,0,0,0.0000
0,2,2,1,1,0.0000
8,2,1,0,1,0.0100
0,1,1,0,0,0.0000
3,2,2,0,0,0.0600
8,2,1,0,1,0.0100
8,2,2,0,0,0.0000
1,1,2,1,0,0.0000
4,2,1,0,0,0.0000
0,2,1,1,1,0.0000
4,2,1,0,1,0.0300
1,2,1,0,0,0.0000
14,1,1,0,0,0.0800
0,1,0,0,0,0.0000
3,1,2,0,0,0.0000
2,1,2,1,0,0.0000
14,1,0,0,0,0.0200
12,1,0,0,0,0.0000
12,1,1,1,0,0.0000
4,2,2,1,0,0.0000
12,1,1,1,0,0.0000
6,0,1,0,0,0.0000
1,1,0,0,0,0.0000
9,0,2,0,0,0.0000
10,1,0,0,0,0.0000
8,0,1,0,1,0.0000
0,1,2,1,0,0.0000
9,2,1,1,0,0.4200
8,1,1,1,0,0.0000
0,2,2,1,1,0.0000
1,0,1,0,0,0.0000
0,0,1,0,0,0.0000
4,2,1,1,1,0.0000
2,3,0,0,0,0.0300
3,1,0,0,0,0.0000
2,2,1,0,1,0.0000
2,3,0,0,0,0.0000
1,2,1,0,0,0.0000
1,1,1,1,1,0.0000
0,1,1,0,0,0.0000
0,2,2,1,0,0.0000
3,1,1,1,0,0.0000
4,1,0,0,0,0.0000
5,0,1,0,0,0.0000
6,1,2,0,0,0.0000
8,1,2,0,0,0.0000
0,2,1,1,0,0.0000
2,0,1,0,1,0.0000
8,0,1,0,0,0.0000
8,2,0,0,0,0.0000
9,2,0,0,0,0.0900
13,0,2,0,0,0.0000
4,2,1,0,0,0.0000
0,1,0,0,0,0.0000
1,2,0,0,0,0.0000
0,1,3,1,1,0.0000
1,0,1,0,0,0.0000
2,2,2,1,0,0.0000
9,2,1,0,0,0.0000
0,1,3,1,1,0.0000
5,0,2,0,0,0.0000
1,1,1,0,0,0.0000
4,1,2,1,0,0.0000
6,1,1,0,1,0.0400
0,2,1,1,0,0.0000
6,0,0,0,0,0.0000
8,2,1,0,0,0.0000
8,2,0,0,0,0.0000
8,3,0,0,0,0.3000
1,1,2,0,0,0.0000
1,1,1,0,0,0.0000
0,2,1,1,0,0.0000
2,0,2,0,0,0.0000
9,2,0,0,0,0.0000
15,2,1,1,0,0.9900
5,1,0,0,0,0.0000
2,1,2,0,1,0.0000
6,1,2,0,0,0.0000
1,1,2,0,1,0.0000
6,2,1,0,0,0.0100
12,0,0,0,0,0.0000
3,1,0,0,0,0.0000
0,3,1,1,0,0.0700
0,2,0,0,0,0.0000
0,1,1,1,0,0.0000
0,2,1,0,0,0.0000
1,2,2,1,0,0.0200
2,1,1,0,0,0.0000
0,2,1,0,1,0.0000
0,0,3,0,0,0.0000
0,1,3,1,0,0.0000
13,1,1,0,0,0.0500
5,1,1,0,0,0.0000
2,1,2,0,1,0.0000
5,1,0,0,0,0.0300
1,1,0,0,0,0.0000
1,1,1,0,0,0.0000
0,1,1,0,0,0.0000
1,1,2,0,0,0.0000
12,1,1,0,0,0.0300
0,2,1,1,1,0.0000
10,1,0,0,0,0.0000
13,0,1,0,0,0.0000
1,4,2,2,0,0.9200
0,0,3,0,1,0.0000
3,1,1,0,0,0.0000
11,1,1,0,0,0.0000
10,1,1,1,0,0.0000
1,2,1,0,0,0.0000
0,2,1,1,0,0.0000
13,1,2,0,0,0.0100
9,0,2,0,1,0.0000
1,2,2,1,1,0.0100
4,0,1,0,0,0.0000
2,1,2,1,0,0.0000
8,1,2,0,0,0.0000
0,2,1,0,0,0.0000
0,0,2,0,1,0.0000
1,1,2,0,0,0.0000
7,2,0,0,0,0.0000
0,0,2,0,0,0.0000
0,2,1,1,0,0.0000
4,0,1,0,0,0.0000
5,1,2,1,0,0.0100
6,1,0,0,0,0.0000
2,1,2,0,0,0.0000
8,1,2,0,1,0.0000
6,1,1,0,0,0.0000
4,1,1,1,1,0.0000
8,0,1,0,0,0.0000
8,0,2,0,0,0.0000
9,0,2,0,1,0.0100
8,0,2,0,0,0.0000
2,2,3,1,0,0.0100
2,1,1,0,1,0.0000
0,2,2,1,0,0.0100
6,2,3,1,0,0.1200
7,1,2,0,0,0.0200
2,2,1,0,1,0.0000
0,2,1,0,0,0.0000
10,1,0,0,0,0.0000
10,1,2,0,0,0.0000
4,1,3,1,0,0.0000
10,3,1,1,0,0.8100
2,1,3,0,0,0.0000
6,1,1,1,0,0.0000
0,1,1,0,0,0.0000
6,1,3,1,0,0.0400
4,2,0,0,0,0.0000
2,2,0,0,0,0.0000
2,1,1,0,1,0.0000
12,2,1,0,0,0.0800
6,2,0,0,0,0.1000
12,1,1,1,1,0.3400
8,1,0,0,0,0.0000
7,1,1,0,0,0.0000
1,1,0,0,0,0.0000
0,2,3,1,0,0.0200
1,2,2,1,0,0.0000
4,0,1,0,0,0.0000
7,0,1,0,0,0.0000
12,2,1,1,0,0.5700
8,2,1,0,0,0.0000
0,2,1,0,0,0.0000
5,0,1,0,0,0.0000
0,2,0,0,0,0.0000
0,0,3,0,2,0.0000
12,2,1,1,0,0.7100
12,0,2,0,0,0.0000
8,1,2,1,0,0.0000
6,1,1,0,0,0.0100
13,1,0,0,0,0.0400
0,1,1,0,0,0.0000
0,3,2,2,0,0.0000
10,2,0,0,0,0.2600
1,1,1,0,0,0.0000
0,2,2,2,1,0.0000
1,1,1,0,0,0.0000
0,2,0,0,0,0.0000
13,2,2,1,0,0.9800
10,3,1,1,0,0.9800
1,2,1,1,0,0.0000
0,1,2,1,1,0.0000
2,0,1,0,1,0.0000
12,1,1,0,0,0.0200
8,2,0,0,0,0.0000
8,1,2,0,0,0.0000
5,1,2,0,1,0.0200
2,2,2,0,0,0.0000
2,0,2,0,1,0.0000
2,2,1,0,1,0.0000
0,3,1,0,0,0.0200
12,2,3,2,0,0.9800
4,1,4,1,0,0.0000
4,2,2,1,0,0.0100
8,3,1,1,1,0.3800
8,1,0,0,0,0.0000
8,0,2,0,1,0.0000
3,1,2,1,0,0.0600
5,1,2,0,1,0.0300
0,1,2,0,1,0.0000
1,2,2,1,0,0.0000
3,3,1,1,0,0.4300
0,0,0,0,0,0.0000
4,1,2,1,0,0.0000
9,1,1,0,0,0.0400
6,3,1,1,0,0.7300
8,0,1,0,0,0.0000
6,0,3,0,1,0.0000
2,2,2,0,0,0.0000
0,0,2,0,0,0.0000
6,3,0,0,0,0.1700
0,2,1,0,1,0.0000
5,0,3,0,0,0.0000
8,0,1,0,1,0.0000
9,0,2,0,0,0.0000
1,1,1,1,0,0.0000
2,1,4,1,0,0.0000
13,0,1,0,0,0.0000
5,1,1,1,0,0.0000
12,2,0,0,0,0.2300
5,2,2,1,0,0.0100
8,1,2,0,2,0.0000
2,0,3,0,1,0.0000
4,2,2,1,0,0.0000
0,3,1,1,0,0.0200
9,1,1,1,0,0.0200
0,2,3,2,0,0.0200
0,3,2,1,0,0.1700
8,1,0,0,0,0.0000
13,1,0,0,0,0.0000
2,2,1,1,0,0.0000
2,1,1,0,0,0.0000
12,2,1,1,0,0.1000
0,2,0,0,0,0.0000
1,2,1,0,1,0.0000
5,2,0,0,0,0.0500
4,2,1,1,0,0.0100
4,0,1,0,0,0.0000
0,2,2,2,0,0.0000
11,1,1,0,0,0.0000
4,0,1,0,0,0.0000
1,1,0,0,0,0.0000
2,1,1,1,0,0.0000
5,2,0,0,0,0.0000
0,1,2,0,0,0.0000
13,0,0,0,0,0.0000
1,1,1,1,0,0.0000
10,1,1,1,0,0.0100
0,1,2,1,0,0.0000
2,2,1,0,1,0.0000
5,2,1,0,0,0.0000
12,1,3,0,0,0.0200
8,3,0,0,0,0.0600
8,1,0,0,0,0.0000
9,1,1,0,0,0.0000
0,2,3,2,0,0.0000
4,2,1,0,0,0.0000
4,1,1,0,0,0.0000
0,2,2,2,1,0.0000
0,1,1,0,0,0.0000
0,2,2,1,1,0.0000
8,4,1,1,0,0.8300
11,1,2,1,0,0.0400
1,3,1,0,0,0.0000
0,0,2,0,0,0.0000
1,0,3,0,0,0.0000
10,1,2,1,1,0.0900
5,1,2,1,0,0.0000
5,1,3,0,0,0.0000
1,2,2,1,0,0.0000
0,1,2,0,1,0.0000
8,2,1,0,0,0.0000
8,2,2,1,0,0.0200
8,1,1,0,0,0.0000
12,1,1,1,0,0.0000
4,1,2,0,0,0.0000
10,3,2,1,0,0.9000
6,2,2,2,0,0.2700
1,2,2,1,0,0.0000
1,0,3,0,0,0.0000
9,1,2,0,0,0.0100
10,2,1,1,0,0.2100
7,1,2,0,0,0.0100
1,2,1,0,0,0.0000
0,2,1,1,0,0.0000
10,1,1,0,0,0.0000
0,2,1,0,0,0.0000
8,2,2,1,0,0.1000
3,1,1,0,0,0.0100
2,2,2,1,0,0.0000
12,0,0,0,0,0.0000
0,1,2,1,1,0.0000
8,0,1,0,0,0.0000
9,0,2,0,1,0.0000
8,3,1,1,0,0.3300
12,1,1,1,0,0.0000
13,1,1,0,0,0.0100
12,0,0,0,0,0.0000
12,2,1,0,0,0.0200
10,0,2,0,0,0.0000
9,1,2,0,0,0.0000
4,0,2,0,0,0.0000
0,1,2,0,0,0.0000
10,1,2,0,1,0.2800
12,0,2,0,0,0.0000
0,1,2,0,1,0.0000
1,1,1,1,0,0.0000
8,1,2,1,0,0.0000
10,1,1,1,0,0.0300
10,0,2,0,0,0.0000
0,1,2,0,0,0.0000
8,1,1,0,0,0.0000
1,0,2,0,0,0.0000
1,1,2,0,0,0.0000
1,0,0,0,0,0.0000
7,0,1,0,0,0.0000
0,3,0,0,0,0.0000
0,1,2,1,0,0.0000
0,2,2,1,0,0.0000
5,1,1,0,0,0.0000
0,1,1,0,0,0.0000
4,1,1,1,1,0.0000
2,1,0,0,0,0.0000
4,1,3,1,0,0.0000
15,3,1,0,0,1.0000
6,2,0,0,0,0.0200
6,1,1,0,0,0.0000
5,1,2,1,0,0.0000
9,0,1,0,1,0.0000
4,1,0,0,0,0.0000
14,0,2,0,0,0.0000
12,0,1,0,1,0.0000
14,1,0,0,0,0.2600
1,3,0,0,0,0.0100
0,1,1,0,1,0.0000
8,1,3,1,0,0.0000
0,2,0,0,0,0.0000
6,1,0,0,0,0.0000
9,1,1,0,0,0.0100
12,1,2,1,0,0.0600
1,1,1,0,0,0.0000
5,2,0,0,0,0.0000
0,0,2,0,1,0.0000
0,1,1,1,1,0.0000
11,0,1,0,0,0.0000
1,1,2,0,0,0.0000
4,1,1,0,0,0.0000
3,0,2,0,1,0.0000
0,1,2,0,1,0.0000
12,2,1,0,0,0.1100
8,1,1,0,0,0.0000
1,2,1,1,1,0.0000
8,1,2,1,1,0.0000
9,1,1,0,0,0.0000
1,1,1,1,0,0.0000
12,3,2,2,0,1.0000
6,3,1,1,0,0.8900
1,2,2,1,1,0.0200
2,3,1,1,0,0.0300
3,0,2,0,1,0.0000
8,1,2,0,0,0.0000
8,0,0,0,0,0.0000
12,2,1,0,0,0.1500
3,3,0,0,0,0.2000
0,0,2,0,0,0.0000
5,2,0,0,0,0.0000
1,1,4,1,0,0.0000
2,1,2,0,0,0.0000
9,1,3,1,0,0.0500
6,2,0,0,0,0.0000
1,1,2,1,1,0.0000
4,1,1,0,0,0.0000
9,1,2,0,0,0.0200
0,2,1,1,0,0.0000
4,0,0,0,0,0.0000
6,0,2,0,1,0.0000
0,1,0,0,0,0.0000
0,3,1,1,0,0.0300
1,1,0,0,0,0.0000
12,1,2,1,1,0.3200
1,1,0,0,0,0.0000
6,0,2,0,0,0.0000
4,0,4,0,1,0.0000
8,1,2,0,1,0.0000
2,1,1,0,0,0.0000
10,0,2,0,0,0.0000
1,2,2,1,0,0.0000
12,2,1,0,0,0.3800
0,2,0,0,0,0.0000
2,0,0,0,0,0.0000
5,2,1,1,0,0.0000
1,1,0,0,0,0.0000
5,1,1,1,0,0.0000
0,2,3,1,0,0.0100
1,0,0,0,0,0.0000
0,0,3,0,2,0.0000
5,2,0,0,0,0.0800
15,1,1,0,0,0.5100
10,0,1,0,0,0.0000
0,2,0,0,0,0.0000
2,2,1,1,0,0.0000
0,1,2,0,0,0.0000
0,0,1,0,1,0.0000
4,2,1,0,1,0.0000
4,0,3,0,0,0.0000
1,2,1,0,0,0.0000
9,2,2,1,0,0.6100
8,0,1,0,0,0.0000
9,1,3,1,0,0.0300
0,2,0,0,0,0.0000
12,1,2,1,0,0.0100
6,1,1,0,0,0.0000
0,2,1,0,0,0.0000
2,0,1,0,1,0.0000
0,2,2,1,0,0.0000
0,1,1,1,0,0.0000
1,0,3,0,0,0.0000
4,2,0,0,0,0.0000
0,1,3,1,1,0.0000
12,1,1,0,0,0.0800
5,0,1,0,0,0.0000
0,0,1,0,1,0.0000
3,0,1,0,0,0.0000
2,1,1,0,0,0.0000
0,1,3,1,1,0.0000
8,2,3,1,1,0.0600
8,0,1,0,0,0.0000
5,2,0,0,0,0.0000
1,3,0,0,0,0.0100
0,1,1,1,1,0.0000
2,1,0,0,0,0.0000
1,2,1,1,0,0.0000
5,1,2,1,1,0.0800
15,2,1,0,0,0.6200
0,2,2,0,0,0.0000
8,1,1,0,1,0.0000
10,1,0,0,0,0.0000
0,0,3,0,1,0.0000
1,3,2,2,1,0.1800
1,1,1,0,1,0.0000
10,1,1,0,0,0.0100
9,0,0,0,0,0.0000
0,2,1,0,1,0.0000
8,1,2,0,1,0.0000
5,1,3,1,0,0.0000
7,1,2,0,0,0.0300
9,1,3,1,0,0.1900
0,1,1,0,0,0.0000
2,1,2,0,0,0.0000
4,1,0,0,0,0.0000
4,0,1,0,0,0.0000
0,1,3,1,0,0.0000
6,1,2,1,0,0.0000
8,2,1,0,0,0.0000
6,1,3,1,0,0.0000
4,2,0,0,0,0.0000
2,1,1,1,1,0.0000
1,2,1,1,1,0.0000
8,2,2,1,0,0.1200
14,0,3,0,1,0.0100
12,0,0,0,0,0.0000
8,2,0,0,0,0.0000
7,0,1,0,0,0.0000
8,2,1,1,0,0.0200
0,2,2,1,0,0.0000
6,0,2,0,1,0.0000
2,0,2,0,0,0.0000
3,0,0,0,0,0.0000
3,2,3,2,0,0.6200
13,2,2,2,1,1.0000
14,1,1,0,0,0.0500
12,1,1,0,0,0.0000
7,0,0,0,0,0.0000
8,1,1,1,1,0.0000
12,1,1,0,0,0.0000
2,1,2,0,0,0.0000
2,1,3,0,0,0.0000
1,1,1,0,0,0.0000
8,2,1,1,1,0.0500
12,1,1,1,0,0.0100
1,1,0,0,0,0.0000
0,1,0,0,0,0.0000
0,0,2,0,1,0.0000
4,2,2,1,0,0.0200
1,2,2,1,0,0.0000
14,1,1,0,0,0.3800
7,2,1,1,0,0.5400
2,0,0,0,0,0.0000
0,2,1,1,0,0.0000
8,1,2,1,1,0.0100
12,1,1,0,0,0.0000
4,0,1,0,0,0.0000
10,2,2,2,1,1.0000
0,3,2,2,1,0.0200
0,1,0,0,0,0.0000
6,2,2,1,0,0.1400
0,1,0,0,0,0.0000
6,1,1,0,0,0.0000
8,0,3,0,0,0.0000
0,1,2,0,0,0.0000
10,1,2,0,0,0.0000
0,0,2,0,0,0.0000
8,1,0,0,0,0.0000
10,2,2,1,0,0.0900
0,3,2,1,0,0.0200
5,2,2,1,0,0.2400
1,1,1,0,0,0.0000
0,2,2,1,0,0.0000
9,0,2,0,1,0.0000
0,2,2,1,1,0.0000
0,1,3,1,0,0.0000
7,1,3,0,0,0.0000
3,0,1,0,1,0.0000
3,0,2,0,0,0.0000
10,2,1,0,0,0.0100
0,3,1,1,0,0.0000
8,1,1,1,0,0.0000
5,1,0,0,0,0.0000
2,2,3,1,1,0.0200
2,0,0,0,0,0.0000
6,1,1,0,0,0.0000
6,1,1,0,0,0.0000
2,1,1,0,0,0.0000
2,3,1,1,0,0.0100
8,2,1,1,0,0.0500
0,2,2,1,0,0.0000
0,0,3,0,1,0.0000
4,1,2,1,0,0.0000
4,0,0,0,0,0.0000
3,1,2,0,0,0.0100
4,0,1,0,0,0.0000
4,2,2,1,0,0.0100
4,2,1,1,1,0.0300
0,2,3,1,1,0.0100
1,1,1,0,0,0.0000
0,2,2,2,0,0.0000
0,0,1,0,1,0.0000
2,1,1,0,0,0.0000
15,0,2,0,0,0.0000
5,1,0,0,0,0.0000
8,0,3,0,0,0.0000
2,3,1,1,1,0.0600
0,2,1,0,0,0.0000
8,2,0,0,0,0.0000
0,1,0,0,0,0.0000
9,1,2,1,0,0.0300
8,1,1,0,0,0.0000
0,1,1,1,0,0.0000
8,1,1,0,0,0.0000
0,2,1,1,0,0.0000
1,1,2,1,0,0.0000
1,2,0,0,0,0.0000
0,3,1,1,0,0.0600
9,1,1,1,0,0.0000
0,2,3,1,0,0.0000
13,3,0,0,0,0.9400
14,2,1,0,0,0.4200
12,2,1,0,0,0.2100
0,1,2,0,0,0.0000
4,1,1,0,0,0.0000
8,2,1,0,0,0.0000
4,0,1,0,0,0.0000
9,1,1,0,0,0.0000
2,3,2,1,0,0.1900
1,2,1,0,0,0.0000
1,3,0,0,0,0.0000
13,2,0,0,0,0.1700
9,2,1,0,1,0.1900
0,2,3,2,1,0.0100
4,1,2,0,1,0.0000
6,0,1,0,0,0.0000
6,1,3,0,0,0.0100
13,1,2,0,0,0.0000
0,1,1,0,0,0.0000
8,0,1,0,0,0.0000
9,2,2,1,0,0.3300
2,2,2,0,1,0.0000
0,2,1,0,0,0.0000
4,4,0,0,0,0.3800
15,1,1,0,1,0.9800
4,3,2,2,0,0.3200
4,0,2,0,1,0.0000
5,2,0,0,0,0.1200
13,1,1,0,0,0.0000
1,1,2,0,1,0.0000
1,0,0,0,0,0.0000
0,2,1,0,1,0.0000
11,0,1,0,1,0.0500
5,0,1,0,0,0.0000
1,2,0,0,0,0.0000
11,0,1,0,0,0.0000
10,1,0,0,0,0.0000
4,0,1,0,0,0.0000
3,0,1,0,0,0.0000
11,0,1,0,0,0.0000
4,0,2,0,0,0.0000
8,3,0,0,0,0.0200
12,1,1,0,0,0.0000
12,2,0,0,0,0.0000
5,1,3,1,1,0.1300
0,3,0,0,0,0.0100
1,2,0,0,0,0.0000
4,3,1,1,0,0.0900
1,0,1,0,1,0.0000
4,1,1,0,0,0.0000
4,2,1,0,0,0.0000
0,2,1,1,0,0.0000
2,2,1,1,0,0.0100
3,0,2,0,1,0.0000
2,0,1,0,0,0.0000
0,2,0,0,0,0.0000
9,1,0,0,0,0.0000
1,1,1,1,0,0.0000
6,1,1,1,0,0.0000
4,1,1,1,1,0.0000
0,1,3,1,1,0.0000
0,1,2,1,1,0.0000
10,1,2,0,0,0.0100
0,1,2,0,1,0.0000
0,2,1,1,0,0.0000
0,1,2,1,1,0.0000
0,1,1,0,0,0.0000
4,2,2,1,0,0.0100
4,1,0,0,0,0.0000
0,1,2,1,1,0.0000
6,1,0,0,0,0.0000
2,1,1,0,0,0.0000
10,2,1,0,0,0.2600
3,0,1,0,0,0.0000
4,0,2,0,1,0.0000
5,0,0,0,0,0.0000
4,1,1,1,0,0.0000
1,0,4,0,1,0.0000
0,1,2,0,0,0.0000
4,1,2,0,0,0.0000
0,0,1,0,1,0.0000
3,1,1,1,0,0.0000
0,1,0,0,0,0.0000
2,3,1,0,0,0.0800
0,2,0,0,0,0.0000
11,0,1,0,0,0.0200
8,4,0,0,0,0.6700
0,2,0,0,0,0.0000
4,0,2,0,0,0.0000
8,2,2,1,0,0.0200
10,1,0,0,0,0.0000
9,1,1,0,0,0.0000
3,2,0,0,0,0.0500
8,1,2,0,0,0.0000
0,3,1,1,0,0.0000
6,2,1,0,0,0.0000
4,3,0,0,0,0.0300
4,1,2,0,0,0.0000
12,0,1,0,1,0.0000
1,1,1,0,1,0.0000
1,0,2,0,0,0.0000
1,1,3,1,0,0.0000
7,2,2,1,0,0.5900
0,0,3,0,0,0.0000
8,0,2,0,1,0.0000
10,2,0,0,0,0.0000
10,2,1,1,0,0.1100
1,1,1,1,0,0.0000
4,1,2,0,1,0.0000
9,0,1,0,0,0.0000
0,1,1,0,0,0.0000
8,1,1,0,0,0.0000
4,0,2,0,1,0.0000
12,1,2,1,1,0.0000
4,1,1,0,0,0.0000
4,2,2,1,0,0.0100
0,1,1,1,0,0.0000
4,0,0,0,0,0.0000
4,0,2,0,0,0.0000
1,2,3,2,0,0.0600
5,1,3,0,0,0.0000
2,1,2,0,1,0.0000
4,0,2,0,0,0.0000
0,2,1,1,0,0.0000
4,2,0,0,0,0.0000
0,1,1,0,0,0.0000
0,2,1,0,0,0.0000
10,1,2,1,0,0.0100
13,2,0,0,0,0.0000
11,1,1,0,0,0.0900
2,0,2,0,1,0.0000
6,1,1,0,0,0.0000
11,2,1,1,0,0.7600
4,1,2,1,1,0.0000
13,1,1,0,0,0.0100
13,0,2,0,0,0.0000
0,2,2,1,1,0.0000
0,3,1,0,0,0.0200
1,0,1,0,1,0.0000
1,4,1,1,0,0.5800
3,0,0,0,0,0.0000
0,2,1,0,0,0.0000
8,1,2,0,1,0.0000
8,0,1,0,1,0.0000
8,0,1,0,0,0.0000
0,2,1,1,0,0.0000
9,0,2,0,1,0.0100
2,1,2,0,1,0.0000
7,0,1,0,0,0.0000
0,2,2,1,0,0.0000
15,1,1,1,0,0.4000
1,1,1,0,0,0.0000
0,2,1,0,0,0.0000
4,0,2,0,0,0.0000
7,0,1,0,0,0.0000
2,1,2,0,1,0.0000
1,1,2,1,0,0.0000
1,0,1,0,0,0.0000
0,1,2,0,0,0.0000
2,0,2,0,0,0.0000
1,3,1,1,0,0.0500
11,1,1,0,0,0.0000
12,2,3,2,0,0.9800
