InitHand                           , InitSkat  , FinalHand                          , SkatCards , ISkFull,       JacksMask,  CntJ,  Aces,  Tens, Att10, Blk10, MxLen,   TKS,   PostJacksMask, PCntJ, PAces, PTens, PAtt10, PBlk10, PMxLen,  PTKS, PSkFull, SkPts,  WinProb,  ProbGrand,  ProbClubs, ProbSpades,  ProbHearts,  ProbDiamonds, ProbNull, WonMask ,  MaxProb,  BestGame,   DurationMs
[CJ SJ CQ C7 ST SK H9 DA DT DQ]    , [CK S8]   , [CJ SJ ST SK S8 CQ C7 DA DT DQ]    , [CK H9]   ,       0,              CS,     2,     1,     2,     1,     0,     3,     0,              CS,     2,     1,     2,      1,      0,      3,     1,       0,     4,   0.6500,     0.2000,     0.5500,     0.6500,      0.0000,        0.0500,   0.0000, ------  ,   0.6500,    Spades,     14658.86
[SJ CT C9 C7 S7 HK H9 H8 DT DK]    , [CQ DQ]   , [CQ CT C9 C7 S7 HK H9 H8 DQ DT]    , [SJ DK]   ,       0,               S,     1,     0,     2,     0,     0,     3,     0,               -,     0,     0,     2,      0,      0,      4,     0,       0,     6,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13350.38
[CJ SJ CA SK S9 S7 H9 H8 H7 D8]    , [CK ST]   , [CJ SJ ST SK S9 CA CK H9 H8 H7]    , [S7 D8]   ,       1,              CS,     2,     1,     0,     0,     0,     3,     0,              CS,     2,     1,     1,      0,      0,      3,     1,       0,     0,   0.5500,     0.0500,     0.0000,     0.5500,      0.4500,        0.0000,   0.0500, ------  ,   0.5500,    Spades,     14062.18
[DJ CK C9 C8 C7 SA HT HK HQ D7]    , [HA DQ]   , [DJ CK C9 C8 C7 SA HA HT HK HQ]    , [DQ D7]   ,       1,               D,     1,     1,     1,     0,     0,     4,     0,               D,     1,     2,     1,      1,      0,      4,     0,       0,     3,   0.2500,     0.0000,     0.2500,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.2500,     Clubs,     13799.71
[CA CT C9 C8 SK S9 HA H9 D8 D7]    , [DJ CK]   , [DJ CA CT CK C9 C8 SK S9 HA H9]    , [D8 D7]   ,       0,               -,     0,     2,     1,     1,     0,     4,     0,               D,     1,     2,     1,      1,      0,      5,     1,       0,     0,   0.1500,     0.0000,     0.1500,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1500,     Clubs,     13730.29
[HJ C9 SQ S9 S8 S7 DT DQ D9 D8]    , [H9 H8]   , [C9 SQ S8 S7 H9 H8 DQ DT D9 D8]    , [S9 HJ]   ,       0,               H,     1,     0,     1,     0,     0,     4,     0,               -,     0,     0,     1,      0,      0,      4,     0,       0,     2,   0.2500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.2500, ------  ,   0.2500,      Null,     13291.69
[CJ HJ DJ CA CT CQ C9 HQ H7 DK]    , [SA S7]   , [CJ HJ DJ CA CT CQ C9 SA HQ DK]    , [S7 H7]   ,       1,             CHD,     3,     1,     1,     1,     0,     4,     0,             CHD,     3,     2,     1,      1,      0,      4,     0,       0,     0,   1.0000,     1.0000,     1.0000,     0.8500,      0.9000,        0.4000,   0.0000, GCSH--  ,   1.0000,     Grand,     16856.52
[CJ CT C8 SA SQ S8 H8 DA DQ D9]    , [CA SK]   , [CJ SA SK SQ S8 CA CT DA DQ D9]    , [C8 H8]   ,       1,               C,     1,     2,     1,     0,     0,     3,     0,               C,     1,     3,     1,      1,      0,      4,     0,       0,     0,   0.9500,     0.4500,     0.2000,     0.9500,      0.3500,        0.5500,   0.0000, --S---  ,   0.9500,    Spades,     22642.92
[CJ SJ HJ CT CQ C9 SA HT H9 H7]    , [SQ S9]   , [CJ SJ HJ HT H7 CT CQ C9 SA SQ]    , [H9 S9]   ,       0,             CSH,     3,     1,     2,     0,     0,     3,     0,             CSH,     3,     1,     2,      0,      0,      3,     0,       0,     0,   1.0000,     0.2000,     0.9500,     0.6500,      1.0000,        0.0000,   0.0500, -C-H--  ,   1.0000,    Hearts,     20859.51
[DJ SA SK SQ S9 S8 HT H9 DT DK]    , [DQ D8]   , [DJ SA SK SQ S9 S8 DT DK DQ D8]    , [HT H9]   ,       0,               D,     1,     1,     2,     0,     0,     5,     0,               D,     1,     1,     1,      0,      0,      5,     1,       1,    10,   0.3000,     0.0000,     0.0000,     0.3000,      0.0000,        0.0500,   0.0500, ------  ,   0.3000,    Spades,     15896.05
[SJ DJ CK C9 C7 S8 S7 HK H9 H7]    , [CT DT]   , [CK CT C9 C7 SJ S8 S7 HK H9 H7]    , [DJ DT]   ,       2,              SD,     2,     0,     0,     0,     0,     3,     0,               S,     1,     0,     1,      0,      0,      4,     1,       1,    12,   0.3000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.3000, ------  ,   0.3000,      Null,     13592.87
[CJ C7 SK SQ S8 S7 H8 H7 D9 D7]    , [C8 H9]   , [CJ C8 C7 S8 S7 H9 H8 H7 D9 D7]    , [SK SQ]   ,       0,               C,     1,     0,     0,     0,     0,     4,     0,               C,     1,     0,     0,      0,      0,      3,     0,       0,     7,   1.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     13430.01
[CJ HJ SA SK S9 HQ H9 DA DK DQ]    , [C9 H7]   , [CJ HJ HQ H9 H7 SA SK S9 DA DQ]    , [C9 DK]   ,       0,              CH,     2,     2,     0,     0,     0,     3,     0,              CH,     2,     2,     0,      0,      0,      3,     0,       0,     4,   0.5000,     0.2000,     0.0000,     0.1500,      0.5000,        0.1500,   0.0000, ------  ,   0.5000,    Hearts,     19261.54
[CJ HJ CQ C7 ST SK HA HT HK D7]    , [DJ DA]   , [CJ HJ DJ ST SK HA HT HK DA D7]    , [CQ C7]   ,       1,              CH,     2,     1,     2,     1,     0,     3,     0,             CHD,     3,     2,     2,      1,      0,      3,     0,       0,     3,   1.0000,     1.0000,     0.8500,     1.0000,      1.0000,        0.9000,   0.0000, GCSHD-  ,   1.0000,     Grand,     14501.85
[SJ HJ DJ CK SK S8 S7 H9 H8 DK]    , [CT CQ]   , [SJ HJ DJ SK S8 S7 CT CK CQ DK]    , [H9 H8]   ,       1,             SHD,     3,     0,     0,     0,     0,     3,     0,             SHD,     3,     0,     1,      0,      0,      3,     0,       0,     0,   0.3500,     0.0000,     0.1500,     0.3500,      0.0000,        0.0000,   0.0000, ------  ,   0.3500,    Spades,     13386.26
[HJ CK C7 SK HK H9 DA DT DQ D7]    , [CT H7]   , [CT C7 HK HJ H9 H7 DA DQ DT D7]    , [CK SK]   ,       1,               H,     1,     1,     1,     1,     0,     4,     0,               H,     1,     1,     2,      1,      0,      4,     0,       0,     8,   0.3000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.3000, ------  ,   0.3000,      Null,     13552.50
[SJ SA ST S9 S7 HA HT H8 DK D8]    , [C9 C7]   , [C9 C7 SA SJ ST S9 S7 HT H8 D8]    , [HA DK]   ,       0,               S,     1,     2,     2,     2,     0,     4,     0,               S,     1,     1,     2,      1,      0,      4,     0,       1,    15,   0.4500,     0.0000,     0.0000,     0.1500,      0.0000,        0.0000,   0.4500, ------  ,   0.4500,      Null,     15225.73
[SJ CA CT CK C8 SK S7 HK D9 D8]    , [DJ ST]   , [SJ DJ CA CT CK C8 ST SK S7 D9]    , [HK D8]   ,       1,               S,     1,     1,     1,     1,     0,     4,     1,              SD,     2,     1,     2,      1,      0,      4,     2,       0,     4,   0.4000,     0.0000,     0.4000,     0.0500,      0.0000,        0.0000,   0.1000, ------  ,   0.4000,     Clubs,     16574.93
[HJ DJ CQ C9 HA HT H8 DA DT DK]    , [CA C7]   , [HJ DJ CA C9 HA HT H8 DA DT DK]    , [CQ C7]   ,       1,              HD,     2,     2,     2,     2,     0,     3,     0,              HD,     2,     3,     2,      2,      0,      3,     0,       0,     3,   1.0000,     1.0000,     1.0000,     0.3000,      0.9500,        0.9500,   0.0000, GC-HD-  ,   1.0000,     Grand,     16643.70
[CJ DJ CA CT C7 ST S8 HK H7 DA]    , [SA D9]   , [CJ DJ CA CT SA ST HK H7 DA D9]    , [C7 S8]   ,       1,              CD,     2,     2,     2,     1,     0,     3,     0,              CD,     2,     3,     2,      2,      0,      2,     0,       0,     0,   1.0000,     1.0000,     0.9500,     1.0000,      0.9000,        0.6500,   0.0500, GCSH--  ,   1.0000,     Grand,     15766.47
[HJ CK SA SK S8 HK H9 H7 DA D7]    , [CA DT]   , [HJ CA CK SA SK S8 H9 DA DT D7]    , [HK H7]   ,       2,               H,     1,     2,     0,     0,     0,     3,     0,               H,     1,     3,     1,      1,      0,      3,     0,       0,     4,   0.2500,     0.2500,     0.0000,     0.1000,      0.2500,        0.0000,   0.0000, ------  ,   0.2500,     Grand,     14284.80
[CJ SJ CA C7 S9 S8 HT HQ DT D8]    , [SK SQ]   , [CJ SJ SK SQ S9 CA HT HQ DT D8]    , [S8 C7]   ,       0,              CS,     2,     1,     2,     0,     0,     2,     0,              CS,     2,     1,     2,      0,      0,      3,     0,       0,     0,   0.3000,     0.0000,     0.0000,     0.3000,      0.0000,        0.0000,   0.1000, ------  ,   0.3000,    Spades,     13514.08
[DJ CA CQ ST SK HK H8 H7 DA DQ]    , [C9 S7]   , [CA CQ C9 SK ST S7 H8 DA DQ DJ]    , [HK H7]   ,       0,               D,     1,     2,     1,     0,     0,     3,     0,               D,     1,     2,     1,      0,      0,      3,     1,       0,     4,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13366.85
[CQ C9 C7 SQ S7 HA HK HQ DT DQ]    , [C8 S9]   , [C8 C7 SQ S9 S7 HA HK HQ DT DQ]    , [CQ C9]   ,       0,               -,     0,     1,     1,     0,     0,     3,     0,               -,     0,     1,     1,      0,      0,      3,     0,       0,     3,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13291.56
[SJ DJ CT CQ C7 ST S8 HA DQ D7]    , [S7 HK]   , [SJ DJ CT CQ C7 ST S8 S7 HA HK]    , [DQ D7]   ,       0,              SD,     2,     1,     2,     0,     0,     3,     0,              SD,     2,     1,     2,      0,      0,      3,     0,       0,     3,   0.0500,     0.0000,     0.0500,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,     Clubs,     14975.59
[CA C9 SQ S8 HA H8 H7 DA DQ D7]    , [DJ HT]   , [DJ HA HT H8 H7 CA C9 DA DQ D7]    , [SQ S8]   ,       1,               -,     0,     3,     0,     0,     0,     3,     0,               D,     1,     3,     1,      1,      0,      4,     0,       0,     3,   0.3000,     0.0500,     0.0000,     0.0000,      0.3000,        0.0000,   0.0000, ------  ,   0.3000,    Hearts,     14702.19
[CK CQ SA HA HT HK H8 DK DQ D7]    , [HJ S7]   , [CQ SA S7 HA HT HK H8 DK DQ D7]    , [HJ CK]   ,       0,               -,     0,     2,     1,     1,     0,     4,     1,               -,     0,     2,     1,      1,      0,      4,     1,       0,     6,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13457.38
[CJ DJ CA C7 SK S8 H7 DT DK DQ]    , [HJ S7]   , [CJ HJ DJ SK S8 S7 CA DT DK DQ]    , [C7 H7]   ,       0,              CD,     2,     1,     1,     0,     0,     3,     0,             CHD,     3,     1,     1,      0,      0,      3,     0,       0,     0,   0.9500,     0.3500,     0.0500,     0.9500,      0.0000,        0.6500,   0.0500, --S---  ,   0.9500,    Spades,     17663.38
[HJ CA CT CQ S9 HT DT DK DQ D7]    , [SK D9]   , [HJ DT DK DQ D9 D7 CA CT CQ HT]    , [SK S9]   ,       0,               H,     1,     1,     3,     1,     1,     4,     1,               H,     1,     1,     3,      1,      1,      5,     1,       0,     4,   0.5000,     0.0000,     0.0000,     0.0000,      0.0000,        0.5000,   0.0000, ------  ,   0.5000,  Diamonds,     13661.63
[SJ DJ CK CQ C7 SA S9 DA DQ D8]    , [CJ H7]   , [CJ SJ DJ CK CQ SA S9 DA DQ D8]    , [C7 H7]   ,       0,              SD,     2,     2,     0,     0,     0,     3,     0,             CSD,     3,     2,     0,      0,      0,      3,     0,       0,     0,   1.0000,     0.6000,     1.0000,     0.4500,      0.1000,        0.9500,   0.0000, -C--D-  ,   1.0000,     Clubs,     22363.48
[CA CK SA S9 S7 HT HK H8 DT DQ]    , [ST S8]   , [SA ST S9 S8 S7 HT HK H8 DT DQ]    , [CA CK]   ,       1,               -,     0,     2,     2,     0,     0,     3,     1,               -,     0,     1,     3,      1,      0,      5,     1,       1,    15,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13322.82
[SJ CA CK C8 SA ST HA HT H9 DA]    , [SQ HK]   , [SJ HA HT HK H9 CA C8 SA ST DA]    , [CK SQ]   ,       0,               S,     1,     4,     2,     2,     0,     3,     0,               S,     1,     4,     2,      2,      0,      4,     1,       0,     7,   0.9500,     0.9000,     0.5500,     0.5500,      0.9500,        0.2000,   0.0000, G--H--  ,   0.9500,    Hearts,     18820.18
[SJ C9 C7 SA ST S8 H9 H7 DT DK]    , [DJ HA]   , [SJ DJ HA H9 H7 SA ST S8 DT DK]    , [C9 C7]   ,       1,               S,     1,     1,     2,     1,     0,     3,     0,              SD,     2,     2,     2,      1,      0,      3,     0,       0,     0,   0.6000,     0.5500,     0.2000,     0.3000,      0.6000,        0.2000,   0.0000, ------  ,   0.6000,    Hearts,     15698.74
[DJ CT SK SQ H9 H8 DT D9 D8 D7]    , [CJ CQ]   , [CQ CJ CT H9 H8 DJ DT D9 D8 D7]    , [SK SQ]   ,       0,               D,     1,     0,     2,     0,     1,     4,     0,              CD,     2,     0,     2,      0,      0,      4,     0,       0,     7,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13347.07
[CJ SJ CK CQ ST S7 HQ H8 DK DQ]    , [DJ C9]   , [CJ SJ DJ CK CQ C9 ST S7 DK DQ]    , [HQ H8]   ,       0,              CS,     2,     0,     1,     0,     0,     2,     0,             CSD,     3,     0,     1,      0,      0,      3,     0,       0,     3,   0.2000,     0.0000,     0.2000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.2000,     Clubs,     13488.67
[HJ DJ C9 C8 C7 S9 S7 HA D8 D7]    , [H9 H7]   , [C8 C7 S9 S7 HA HJ H9 H7 D8 D7]    , [C9 DJ]   ,       0,              HD,     2,     1,     0,     0,     0,     3,     0,               H,     1,     1,     0,      0,      0,      3,     0,       0,     2,   1.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     13541.90
[CA CT CQ C8 HA HQ H7 DA D8 D7]    , [DJ DT]   , [DJ CA CT CQ C8 HA HQ DA DT D8]    , [H7 D7]   ,       1,               -,     0,     3,     1,     1,     0,     4,     0,               D,     1,     3,     2,      2,      0,      4,     0,       0,     0,   0.7500,     0.1000,     0.7500,     0.0000,      0.0500,        0.6500,   0.2500, -C----  ,   0.7500,     Clubs,     19115.43
[CQ C7 SA SQ S9 S8 HT DK DQ D8]    , [SJ CT]   , [CQ CT C7 SA SQ SJ S9 S8 HT D8]    , [DK DQ]   ,       1,               -,     0,     1,     1,     0,     1,     4,     0,               S,     1,     1,     2,      0,      1,      4,     0,       0,     7,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13253.97
[CT CK C7 SQ S7 HT H8 DT DK D9]    , [SK HQ]   , [C7 SK SQ S7 HT HQ H8 DT DK D9]    , [CT CK]   ,       0,               -,     0,     0,     3,     0,     0,     3,     2,               -,     0,     0,     2,      0,      0,      3,     1,       1,    14,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13260.36
[HJ CK C7 ST S9 S8 S7 HA HT H9]    , [CQ HQ]   , [CQ C7 ST S9 S8 S7 HA HT HQ H9]    , [HJ CK]   ,       0,               H,     1,     1,     2,     1,     0,     4,     0,               -,     0,     1,     2,      1,      0,      4,     0,       0,     6,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13387.12
[CJ CK S7 HA HK DA DK D9 D8 D7]    , [C7 S9]   , [CJ DA DK D9 D8 D7 CK C7 HA HK]    , [S9 S7]   ,       0,               C,     1,     2,     0,     0,     0,     5,     0,               C,     1,     2,     0,      0,      0,      5,     0,       0,     0,   0.1500,     0.0500,     0.0000,     0.0000,      0.0000,        0.1500,   0.1000, ------  ,   0.1500,  Diamonds,     13768.07
[CJ SJ CA CQ C9 ST S7 HQ H7 D8]    , [SA HA]   , [CJ SJ CA C9 SA ST HA HQ H7 D8]    , [CQ S7]   ,       2,              CS,     2,     1,     1,     0,     0,     3,     0,              CS,     2,     3,     1,      1,      0,      3,     0,       0,     3,   1.0000,     1.0000,     1.0000,     0.9000,      1.0000,        0.6500,   0.0000, GCSH--  ,   1.0000,     Grand,     17214.37
[HJ CQ ST S7 HQ H8 DA D9 D8 D7]    , [C9 C7]   , [CQ C9 C7 ST S7 H8 DA D9 D8 D7]    , [HQ HJ]   ,       0,               H,     1,     1,     1,     0,     0,     4,     0,               -,     0,     1,     1,      0,      0,      4,     0,       0,     5,   0.6000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.6000, ------  ,   0.6000,      Null,     13312.96
[CJ CA C9 C8 C7 SA S7 HQ H9 H8]    , [HJ DK]   , [CJ HJ CA C9 C8 C7 SA HQ H9 H8]    , [S7 DK]   ,       0,               C,     1,     2,     0,     0,     0,     4,     0,              CH,     2,     2,     0,      0,      0,      4,     0,       0,     4,   0.6500,     0.0500,     0.6500,     0.0000,      0.5000,        0.0000,   0.2000, ------  ,   0.6500,     Clubs,     14358.37
[CK C7 ST SK SQ HA H8 DA DK D8]    , [CA DT]   , [CA CK C7 ST SK HA DA DT DK D8]    , [SQ H8]   ,       2,               -,     0,     2,     1,     0,     0,     3,     0,               -,     0,     3,     2,      1,      0,      4,     1,       0,     3,   0.0500,     0.0500,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0500,     Grand,     13415.05
[DJ CK CQ C9 C7 S8 H7 DA DT D8]    , [SK SQ]   , [CK CQ C9 C7 S8 H7 DA DJ DT D8]    , [SK SQ]   ,       0,               D,     1,     1,     1,     1,     0,     4,     0,               D,     1,     1,     1,      1,      0,      4,     0,       0,     7,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13375.48
[DJ CQ C8 C7 SA ST S7 HQ H8 DK]    , [HA DT]   , [C8 C7 SA ST S7 HA HQ H8 DT DK]    , [DJ CQ]   ,       2,               D,     1,     1,     1,     1,     0,     3,     0,               -,     0,     2,     2,      1,      0,      3,     0,       0,     5,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13316.97
[HJ DJ C9 SQ S9 HA HK H9 DA DQ]    , [ST DK]   , [HJ DJ ST SQ S9 HA HK DA DK DQ]    , [C9 H9]   ,       1,              HD,     2,     2,     0,     0,     0,     3,     0,              HD,     2,     2,     1,      0,      0,      3,     0,       0,     0,   0.3500,     0.0500,     0.0000,     0.3500,      0.0500,        0.0500,   0.0000, ------  ,   0.3500,    Spades,     17335.85
[DJ CA CK C9 SA S8 HA HT H7 D9]    , [CT DK]   , [DJ CA CT CK C9 SA S8 HA HT H7]    , [DK D9]   ,       1,               D,     1,     3,     1,     1,     0,     3,     0,               D,     1,     3,     2,      2,      0,      4,     1,       0,     4,   0.8000,     0.2500,     0.8000,     0.0000,      0.0000,        0.0500,   0.0000, -C----  ,   0.8000,     Clubs,     13713.57
[SJ DJ CQ SA S9 S7 HA HT HK DQ]    , [CJ D7]   , [CJ SJ DJ SA S7 HA HT HK DQ D7]    , [CQ S9]   ,       0,              SD,     2,     2,     1,     1,     0,     3,     0,             CSD,     3,     2,     1,      1,      0,      3,     0,       0,     3,   1.0000,     1.0000,     0.7000,     1.0000,      0.9000,        0.9500,   0.0000, GCSHD-  ,   1.0000,     Grand,     13946.77
[DJ CA CQ C7 SA SK S9 HK H9 D8]    , [C8 S8]   , [CA CQ C8 C7 SA S9 S8 HK H9 D8]    , [SK DJ]   ,       0,               D,     1,     2,     0,     0,     0,     3,     0,               -,     0,     2,     0,      0,      0,      4,     0,       0,     6,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     14165.72
[DJ CQ C8 SA SK S8 HA HK H8 D9]    , [S7 DK]   , [C8 SA SK S8 S7 HA HK H8 DK D9]    , [DJ CQ]   ,       0,               D,     1,     2,     0,     0,     0,     3,     0,               -,     0,     2,     0,      0,      0,      4,     0,       0,     5,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13361.17
[HJ CA C7 SA S8 HK H8 H7 D8 D7]    , [DJ C8]   , [C8 C7 S8 HK HJ H8 H7 DJ D8 D7]    , [CA SA]   ,       0,               H,     1,     2,     0,     0,     0,     3,     0,              HD,     2,     0,     0,      0,      0,      3,     0,       2,    22,   1.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     14036.20
[CA CK CQ C9 S7 HT HQ H8 DA DK]    , [CJ HJ]   , [CJ HJ HT HQ H8 CA CK CQ C9 DA]    , [S7 DK]   ,       0,               -,     0,     2,     1,     0,     0,     4,     0,              CH,     2,     2,     1,      0,      0,      4,     0,       0,     4,   0.8000,     0.3000,     0.7500,     0.0000,      0.8000,        0.0500,   0.0000, -C-H--  ,   0.8000,    Hearts,     27627.75
[CJ HJ CT CK CQ C9 SK SQ HQ H7]    , [SJ HT]   , [CJ SJ HJ HT HQ H7 CT CK CQ C9]    , [SK SQ]   ,       1,              CH,     2,     0,     1,     0,     0,     4,     1,             CSH,     3,     0,     2,      0,      0,      4,     1,       0,     7,   0.9000,     0.1500,     0.8500,     0.5500,      0.9000,        0.0000,   0.0000, -C-H--  ,   0.9000,    Hearts,     15966.05
[CJ DJ CT C8 C7 SA HK H7 D9 D7]    , [S7 HT]   , [CJ CT C8 C7 S7 HT H7 DJ D9 D7]    , [SA HK]   ,       1,              CD,     2,     1,     1,     0,     0,     3,     0,              CD,     2,     0,     2,      0,      0,      3,     0,       1,    15,   0.6500,     0.0500,     0.3500,     0.0000,      0.1000,        0.0000,   0.6500, ------  ,   0.6500,      Null,     16418.17
[DJ CK C9 C7 ST SQ H9 H8 DK DQ]    , [S9 D8]   , [CK C9 C7 S9 H9 H8 DK DQ DJ D8]    , [SQ ST]   ,       0,               D,     1,     0,     1,     0,     0,     3,     0,               D,     1,     0,     0,      0,      0,      3,     0,       1,    13,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13249.90
[HJ CQ C7 SA ST S7 HA HQ H9 D8]    , [SJ DJ]   , [SJ HJ DJ SA ST S7 HA HQ H9 D8]    , [CQ C7]   ,       0,               H,     1,     2,     1,     1,     0,     3,     0,             SHD,     3,     2,     1,      1,      0,      3,     0,       0,     3,   1.0000,     0.8000,     0.9500,     1.0000,      1.0000,        0.3000,   0.0000, GCSH--  ,   1.0000,    Spades,     14732.60
[SJ DJ C8 SA HQ H8 DK DQ D9 D8]    , [CJ S9]   , [CJ SJ DJ DK DQ D9 D8 SA S9 HQ]    , [C8 H8]   ,       0,              SD,     2,     1,     0,     0,     0,     4,     0,             CSD,     3,     1,     0,      0,      0,      4,     0,       0,     0,   1.0000,     0.2000,     0.0000,     0.0000,      0.7500,        1.0000,   0.0000, ---HD-  ,   1.0000,  Diamonds,     16692.15
[CJ C8 ST SK HA HK H9 H8 D9 D8]    , [C7 DK]   , [C7 ST SK HA HK H9 H8 DK D9 D8]    , [CJ C8]   ,       0,               C,     1,     1,     1,     0,     0,     4,     0,               -,     0,     1,     1,      0,      0,      4,     0,       0,     2,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13314.28
